Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Cardiff,18/04/2020,37,1412,387.6,102,3874
Cardiff,17/04/2020,41,1375,377.5,125,3772
Cardiff,16/04/2020,50,1334,366.2,136,3647
Cardiff,15/04/2020,45,1284,352.5,128,3511
Cardiff,14/04/2020,60,1239,340.2,135,3383
Cardiff,13/04/2020,46,1179,323.7,105,3248
Cardiff,12/04/2020,40,1133,311.1,80,3143
Cardiff,11/04/2020,44,1093,300.1,85,3063
Cardiff,10/04/2020,47,1049,288,110,2978
Cardiff,09/04/2020,79,1002,275.1,148,2868
Cardiff,08/04/2020,64,923,253.4,150,2720
Cardiff,07/04/2020,75,859,235.8,153,2570
Cardiff,06/04/2020,77,784,215.2,146,2417
Cardiff,05/04/2020,29,707,194.1,71,2271
Cardiff,04/04/2020,46,678,186.1,97,2200
Cardiff,03/04/2020,64,632,173.5,126,2103
Cardiff,02/04/2020,84,568,155.9,190,1977
Cardiff,01/04/2020,72,484,132.9,156,1787
Cardiff,31/03/2020,59,412,113.1,141,1631
Cardiff,30/03/2020,55,353,96.9,161,1490
Cardiff,29/03/2020,29,298,81.8,78,1329
Cardiff,28/03/2020,39,269,73.9,86,1251
Cardiff,27/03/2020,33,230,63.1,113,1165
Cardiff,26/03/2020,34,197,54.1,122,1052
Cardiff,25/03/2020,29,163,44.7,120,930
Cardiff,24/03/2020,19,134,36.8,114,810
Cardiff,23/03/2020,25,115,31.6,103,696
Cardiff,22/03/2020,11,90,24.7,53,593
Cardiff,21/03/2020,13,79,21.7,89,540
Cardiff,20/03/2020,11,66,18.1,74,451
Cardiff,19/03/2020,15,55,15.1,83,377
Cardiff,18/03/2020,7,40,11,20,294
Cardiff,17/03/2020,11,33,9.1,74,274
Cardiff,16/03/2020,7,22,6,28,200
Cardiff,15/03/2020,6,15,4.1,28,172
Cardiff,14/03/2020,4,9,2.5,20,144
Cardiff,13/03/2020,0,5,1.4,21,124
Cardiff,12/03/2020,1,5,1.4,14,103
Cardiff,11/03/2020,1,4,1.1,9,89
Cardiff,10/03/2020,1,3,0.8,1,80
Cardiff,09/03/2020,1,2,0.5,1,79
Cardiff,08/03/2020,0,1,0.3,0,78
Cardiff,07/03/2020,0,1,0.3,0,78
Cardiff,06/03/2020,0,1,0.3,4,78
Cardiff,05/03/2020,0,1,0.3,7,74
Cardiff,04/03/2020,1,1,0.3,8,67
Cardiff,03/03/2020,0,0,0,8,59
Cardiff,02/03/2020,0,0,0,6,51
Cardiff,01/03/2020,0,0,0,5,45
Cardiff,29/02/2020,0,0,0,5,40
Cardiff,28/02/2020,0,0,0,3,35
Cardiff,27/02/2020,0,0,0,7,32
Cardiff,26/02/2020,0,0,0,4,25
Cardiff,25/02/2020,0,0,0,1,21
Cardiff,24/02/2020,0,0,0,2,20
Cardiff,23/02/2020,0,0,0,2,18
Cardiff,22/02/2020,0,0,0,0,16
Cardiff,21/02/2020,0,0,0,0,16
Cardiff,20/02/2020,0,0,0,1,16
Cardiff,19/02/2020,0,0,0,1,15
Cardiff,18/02/2020,0,0,0,0,14
Cardiff,17/02/2020,0,0,0,2,14
Cardiff,16/02/2020,0,0,0,0,12
Cardiff,15/02/2020,0,0,0,0,12
Cardiff,14/02/2020,0,0,0,1,12
Cardiff,13/02/2020,0,0,0,0,11
Cardiff,12/02/2020,0,0,0,0,11
Cardiff,11/02/2020,0,0,0,0,11
Cardiff,10/02/2020,0,0,0,0,11
Cardiff,09/02/2020,0,0,0,2,11
Cardiff,08/02/2020,0,0,0,4,9
Cardiff,07/02/2020,0,0,0,3,5
Cardiff,06/02/2020,0,0,0,0,2
Cardiff,05/02/2020,0,0,0,0,2
Cardiff,04/02/2020,0,0,0,2,2
Cardiff,03/02/2020,0,0,0,0,0
Carmarthenshire,01/07/2020,0,779,415.3,1,9379
Carmarthenshire,30/06/2020,0,779,415.3,24,9378
Carmarthenshire,29/06/2020,5,779,415.3,113,9354
Carmarthenshire,28/06/2020,4,774,412.7,29,9241
Carmarthenshire,27/06/2020,1,770,410.5,51,9212
Carmarthenshire,26/06/2020,0,769,410,47,9161
Carmarthenshire,25/06/2020,3,769,410,60,9114
Carmarthenshire,24/06/2020,0,766,408.4,61,9054
Carmarthenshire,23/06/2020,2,766,408.4,54,8993
Carmarthenshire,22/06/2020,0,764,407.3,51,8939
Carmarthenshire,21/06/2020,0,764,407.3,49,8888
Carmarthenshire,20/06/2020,0,764,407.3,46,8839
Carmarthenshire,19/06/2020,2,764,407.3,68,8793
Carmarthenshire,18/06/2020,4,762,406.3,62,8725
Carmarthenshire,17/06/2020,1,758,404.1,68,8663
Carmarthenshire,16/06/2020,0,757,403.6,81,8595
Carmarthenshire,15/06/2020,2,757,403.6,182,8514
Carmarthenshire,14/06/2020,1,755,402.5,55,8332
Carmarthenshire,13/06/2020,1,754,402,91,8277
Carmarthenshire,12/06/2020,6,753,401.5,202,8186
Carmarthenshire,11/06/2020,3,747,398.3,75,7984
Carmarthenshire,10/06/2020,1,744,396.7,253,7909
Carmarthenshire,09/06/2020,1,743,396.1,288,7656
Carmarthenshire,08/06/2020,2,742,395.6,406,7368
Carmarthenshire,07/06/2020,1,740,394.5,90,6962
Carmarthenshire,06/06/2020,1,739,394,76,6872
Carmarthenshire,05/06/2020,1,738,393.5,431,6796
Carmarthenshire,04/06/2020,0,737,392.9,529,6365
Carmarthenshire,03/06/2020,0,737,392.9,235,5836
Carmarthenshire,02/06/2020,2,737,392.9,387,5601
Carmarthenshire,01/06/2020,0,735,391.9,175,5214
Carmarthenshire,31/05/2020,1,735,391.9,130,5039
Carmarthenshire,30/05/2020,1,734,391.3,86,4909
Carmarthenshire,29/05/2020,1,733,390.8,172,4823
Carmarthenshire,28/05/2020,6,732,390.3,197,4651
Carmarthenshire,27/05/2020,1,726,387.1,171,4454
Carmarthenshire,26/05/2020,0,725,386.5,56,4283
Carmarthenshire,25/05/2020,0,725,386.5,28,4227
Carmarthenshire,24/05/2020,1,725,386.5,28,4199
Carmarthenshire,23/05/2020,1,724,386,71,4171
Carmarthenshire,22/05/2020,3,723,385.5,73,4100
Carmarthenshire,21/05/2020,2,720,383.9,53,4027
Carmarthenshire,20/05/2020,26,718,382.8,121,3974
Carmarthenshire,19/05/2020,24,692,368.9,231,3853
Carmarthenshire,18/05/2020,8,668,356.1,174,3622
Carmarthenshire,17/05/2020,5,660,351.9,82,3448
Carmarthenshire,16/05/2020,9,655,349.2,180,3366
Carmarthenshire,15/05/2020,12,646,344.4,72,3186
Carmarthenshire,14/05/2020,10,634,338,84,3114
Carmarthenshire,13/05/2020,13,624,332.7,63,3030
Carmarthenshire,12/05/2020,29,611,325.7,111,2967
Carmarthenshire,11/05/2020,8,582,310.3,54,2856
Carmarthenshire,10/05/2020,7,574,306,45,2802
Carmarthenshire,09/05/2020,4,567,302.3,31,2757
Carmarthenshire,08/05/2020,6,563,300.2,72,2726
Carmarthenshire,07/05/2020,16,557,297,104,2654
Carmarthenshire,06/05/2020,23,541,288.4,135,2550
Carmarthenshire,05/05/2020,6,518,276.2,75,2415
Carmarthenshire,04/05/2020,7,512,273,50,2340
Carmarthenshire,03/05/2020,1,505,269.2,37,2290
Carmarthenshire,02/05/2020,0,504,268.7,58,2253
Carmarthenshire,01/05/2020,6,504,268.7,75,2195
Carmarthenshire,30/04/2020,10,498,265.5,76,2120
Carmarthenshire,29/04/2020,8,488,260.2,67,2044
Carmarthenshire,28/04/2020,7,480,255.9,62,1977
Carmarthenshire,27/04/2020,11,473,252.2,52,1915
Carmarthenshire,26/04/2020,8,462,246.3,40,1863
Carmarthenshire,25/04/2020,5,454,242,42,1823
Carmarthenshire,24/04/2020,7,449,239.4,49,1781
Carmarthenshire,23/04/2020,10,442,235.6,79,1732
Carmarthenshire,22/04/2020,6,432,230.3,40,1653
Carmarthenshire,21/04/2020,7,426,227.1,78,1613
Carmarthenshire,20/04/2020,11,419,223.4,52,1535
Carmarthenshire,19/04/2020,16,408,217.5,41,1483
Carmarthenshire,18/04/2020,10,392,209,57,1442
Carmarthenshire,17/04/2020,28,382,203.7,94,1385
Carmarthenshire,16/04/2020,17,354,188.7,70,1291
Carmarthenshire,15/04/2020,16,337,179.7,78,1221
Carmarthenshire,14/04/2020,13,321,171.1,44,1143
Carmarthenshire,13/04/2020,19,308,164.2,47,1099
Carmarthenshire,12/04/2020,11,289,154.1,35,1052
Carmarthenshire,11/04/2020,13,278,148.2,37,1017
Carmarthenshire,10/04/2020,14,265,141.3,54,980
Carmarthenshire,09/04/2020,12,251,133.8,44,926
Carmarthenshire,08/04/2020,22,239,127.4,54,882
Carmarthenshire,07/04/2020,17,217,115.7,44,828
Carmarthenshire,06/04/2020,16,200,106.6,43,784
Carmarthenshire,05/04/2020,26,184,98.1,53,741
Carmarthenshire,04/04/2020,16,158,84.2,50,688
Carmarthenshire,03/04/2020,15,142,75.7,47,638
Carmarthenshire,02/04/2020,9,127,67.7,44,591
Carmarthenshire,01/04/2020,13,118,62.9,33,547
Carmarthenshire,31/03/2020,21,105,56,52,514
Carmarthenshire,30/03/2020,16,84,44.8,46,462
Carmarthenshire,29/03/2020,8,68,36.3,27,416
Carmarthenshire,28/03/2020,7,60,32,29,389
Carmarthenshire,27/03/2020,6,53,28.3,31,360
Carmarthenshire,26/03/2020,9,47,25.1,34,329
Carmarthenshire,25/03/2020,3,38,20.3,39,295
Carmarthenshire,24/03/2020,5,35,18.7,31,256
Carmarthenshire,23/03/2020,10,30,16,26,225
Carmarthenshire,22/03/2020,3,20,10.7,29,199
Carmarthenshire,21/03/2020,3,17,9.1,34,170
Carmarthenshire,20/03/2020,2,14,7.5,22,136
Carmarthenshire,19/03/2020,1,12,6.4,24,114
Carmarthenshire,18/03/2020,2,11,5.9,17,90
Carmarthenshire,17/03/2020,0,9,4.8,14,73
Carmarthenshire,16/03/2020,1,9,4.8,7,59
Carmarthenshire,15/03/2020,0,8,4.3,8,52
Carmarthenshire,14/03/2020,0,8,4.3,5,44
Carmarthenshire,13/03/2020,3,8,4.3,12,39
Carmarthenshire,12/03/2020,2,5,2.7,2,27
Carmarthenshire,11/03/2020,1,3,1.6,7,25
Carmarthenshire,10/03/2020,0,2,1.1,2,18
Carmarthenshire,09/03/2020,2,2,1.1,2,16
Carmarthenshire,08/03/2020,0,0,0,0,14
Carmarthenshire,07/03/2020,0,0,0,0,14
Carmarthenshire,06/03/2020,0,0,0,0,14
Carmarthenshire,05/03/2020,0,0,0,0,14
Carmarthenshire,04/03/2020,0,0,0,1,14
Carmarthenshire,03/03/2020,0,0,0,1,13
Carmarthenshire,02/03/2020,0,0,0,1,12
Carmarthenshire,01/03/2020,0,0,0,0,11
Carmarthenshire,29/02/2020,0,0,0,1,11
Carmarthenshire,28/02/2020,0,0,0,0,10
Carmarthenshire,27/02/2020,0,0,0,5,10
Carmarthenshire,26/02/2020,0,0,0,1,5
Carmarthenshire,25/02/2020,0,0,0,0,4
Carmarthenshire,24/02/2020,0,0,0,0,4
Carmarthenshire,23/02/2020,0,0,0,0,4
Carmarthenshire,22/02/2020,0,0,0,0,4
Carmarthenshire,21/02/2020,0,0,0,0,4
Carmarthenshire,20/02/2020,0,0,0,0,4
Carmarthenshire,19/02/2020,0,0,0,1,4
Carmarthenshire,18/02/2020,0,0,0,0,3
Carmarthenshire,17/02/2020,0,0,0,0,3
Carmarthenshire,16/02/2020,0,0,0,0,3
Carmarthenshire,15/02/2020,0,0,0,0,3
Carmarthenshire,14/02/2020,0,0,0,1,3
Carmarthenshire,13/02/2020,0,0,0,0,2
Carmarthenshire,12/02/2020,0,0,0,0,2
Carmarthenshire,11/02/2020,0,0,0,0,2
Carmarthenshire,10/02/2020,0,0,0,0,2
Carmarthenshire,09/02/2020,0,0,0,1,2
Carmarthenshire,08/02/2020,0,0,0,1,1
Carmarthenshire,07/02/2020,0,0,0,0,0
Carmarthenshire,06/02/2020,0,0,0,0,0
Carmarthenshire,05/02/2020,0,0,0,0,0
Carmarthenshire,04/02/2020,0,0,0,0,0
Carmarthenshire,03/02/2020,0,0,0,0,0
Ceredigion,01/07/2020,0,58,79.5,0,2067
Ceredigion,30/06/2020,0,58,79.5,18,2067
Ceredigion,29/06/2020,0,58,79.5,54,2049
Ceredigion,28/06/2020,0,58,79.5,12,1995
Ceredigion,27/06/2020,0,58,79.5,11,1983
Ceredigion,26/06/2020,0,58,79.5,12,1972
Ceredigion,25/06/2020,1,58,79.5,20,1960
Ceredigion,24/06/2020,0,57,78.1,19,1940
Ceredigion,23/06/2020,2,57,78.1,15,1921
Ceredigion,22/06/2020,0,55,75.4,14,1906
Ceredigion,21/06/2020,0,55,75.4,16,1892
Ceredigion,20/06/2020,1,55,75.4,15,1876
Ceredigion,19/06/2020,2,54,74,23,1861
Ceredigion,18/06/2020,1,52,71.2,45,1838
Ceredigion,17/06/2020,0,51,69.9,17,1793
Ceredigion,16/06/2020,2,51,69.9,84,1776
Ceredigion,15/06/2020,0,49,67.1,86,1692
Ceredigion,14/06/2020,2,49,67.1,14,1606
Ceredigion,13/06/2020,0,47,64.4,9,1592
Ceredigion,12/06/2020,1,47,64.4,26,1583
Ceredigion,11/06/2020,0,46,63,25,1557
Ceredigion,10/06/2020,1,46,63,31,1532
Ceredigion,09/06/2020,0,45,61.7,33,1501
Ceredigion,08/06/2020,1,45,61.7,28,1468
Ceredigion,07/06/2020,0,44,60.3,25,1440
Ceredigion,06/06/2020,1,44,60.3,7,1415
Ceredigion,05/06/2020,0,43,58.9,37,1408
Ceredigion,04/06/2020,0,43,58.9,44,1371
Ceredigion,03/06/2020,0,43,58.9,55,1327
Ceredigion,02/06/2020,1,43,58.9,91,1272
Ceredigion,01/06/2020,0,42,57.5,168,1181
Ceredigion,31/05/2020,0,42,57.5,22,1013
Ceredigion,30/05/2020,0,42,57.5,43,991
Ceredigion,29/05/2020,0,42,57.5,16,948
Ceredigion,28/05/2020,0,42,57.5,42,932
Ceredigion,27/05/2020,0,42,57.5,44,890
Ceredigion,26/05/2020,0,42,57.5,11,846
Ceredigion,25/05/2020,0,42,57.5,5,835
Ceredigion,24/05/2020,0,42,57.5,7,830
Ceredigion,23/05/2020,0,42,57.5,6,823
Ceredigion,22/05/2020,1,42,57.5,20,817
Ceredigion,21/05/2020,0,41,56.2,115,797
Ceredigion,20/05/2020,2,41,56.2,21,682
Ceredigion,19/05/2020,0,39,53.4,14,661
Ceredigion,18/05/2020,0,39,53.4,13,647
Ceredigion,17/05/2020,0,39,53.4,13,634
Ceredigion,16/05/2020,0,39,53.4,5,621
Ceredigion,15/05/2020,0,39,53.4,9,616
Ceredigion,14/05/2020,0,39,53.4,20,607
Ceredigion,13/05/2020,1,39,53.4,20,587
Ceredigion,12/05/2020,0,38,52.1,9,567
Ceredigion,11/05/2020,0,38,52.1,5,558
Ceredigion,10/05/2020,0,38,52.1,7,553
Ceredigion,09/05/2020,0,38,52.1,8,546
Ceredigion,08/05/2020,0,38,52.1,13,538
Ceredigion,07/05/2020,0,38,52.1,15,525
Ceredigion,06/05/2020,0,38,52.1,10,510
Ceredigion,05/05/2020,1,38,52.1,11,500
Ceredigion,04/05/2020,0,37,50.7,15,489
Ceredigion,03/05/2020,0,37,50.7,6,474
Ceredigion,02/05/2020,0,37,50.7,6,468
Ceredigion,01/05/2020,0,37,50.7,14,462
Ceredigion,30/04/2020,0,37,50.7,21,448
Ceredigion,29/04/2020,1,37,50.7,15,427
Ceredigion,28/04/2020,0,36,49.3,10,412
Ceredigion,27/04/2020,1,36,49.3,5,402
Ceredigion,26/04/2020,0,35,48,9,397
Ceredigion,25/04/2020,0,35,48,4,388
Ceredigion,24/04/2020,0,35,48,6,384
Ceredigion,23/04/2020,0,35,48,2,378
Ceredigion,22/04/2020,0,35,48,8,376
Ceredigion,21/04/2020,0,35,48,16,368
Ceredigion,20/04/2020,1,35,48,13,352
Ceredigion,19/04/2020,1,34,46.6,15,339
Ceredigion,18/04/2020,0,33,45.2,8,324
Ceredigion,17/04/2020,0,33,45.2,10,316
Ceredigion,16/04/2020,1,33,45.2,15,306
Ceredigion,15/04/2020,1,32,43.8,15,291
Ceredigion,14/04/2020,0,31,42.5,9,276
Ceredigion,13/04/2020,0,31,42.5,6,267
Ceredigion,12/04/2020,2,31,42.5,5,261
Ceredigion,11/04/2020,1,29,39.7,8,256
Ceredigion,10/04/2020,2,28,38.4,12,248
Ceredigion,09/04/2020,0,26,35.6,6,236
Ceredigion,08/04/2020,0,26,35.6,14,230
Ceredigion,07/04/2020,1,26,35.6,5,216
Ceredigion,06/04/2020,1,25,34.3,7,211
Ceredigion,05/04/2020,1,24,32.9,8,204
Ceredigion,04/04/2020,2,23,31.5,11,196
Ceredigion,03/04/2020,1,21,28.8,18,185
Ceredigion,02/04/2020,2,20,27.4,13,167
Ceredigion,01/04/2020,2,18,24.7,10,154
Ceredigion,31/03/2020,3,16,21.9,13,144
Ceredigion,30/03/2020,0,13,17.8,12,131
Ceredigion,29/03/2020,0,13,17.8,3,119
Ceredigion,28/03/2020,1,13,17.8,11,116
Ceredigion,27/03/2020,1,12,16.4,4,105
Ceredigion,26/03/2020,2,11,15.1,9,101
Ceredigion,25/03/2020,2,9,12.3,10,92
Ceredigion,24/03/2020,1,7,9.6,6,82
Ceredigion,23/03/2020,0,6,8.2,12,76
Ceredigion,22/03/2020,2,6,8.2,8,64
Ceredigion,21/03/2020,3,4,5.5,10,56
Ceredigion,20/03/2020,0,1,1.4,10,46
Ceredigion,19/03/2020,0,1,1.4,6,36
Ceredigion,18/03/2020,0,1,1.4,3,30
Ceredigion,17/03/2020,0,1,1.4,6,27
Ceredigion,16/03/2020,0,1,1.4,3,21
Ceredigion,15/03/2020,0,1,1.4,1,18
Ceredigion,14/03/2020,0,1,1.4,3,17
Ceredigion,13/03/2020,1,1,1.4,1,14
Ceredigion,12/03/2020,0,0,0,1,13
Ceredigion,11/03/2020,0,0,0,1,12
Ceredigion,10/03/2020,0,0,0,1,11
Ceredigion,09/03/2020,0,0,0,0,10
Ceredigion,08/03/2020,0,0,0,0,10
Ceredigion,07/03/2020,0,0,0,0,10
Ceredigion,06/03/2020,0,0,0,0,10
Ceredigion,05/03/2020,0,0,0,1,10
Ceredigion,04/03/2020,0,0,0,0,9
Ceredigion,03/03/2020,0,0,0,3,9
Ceredigion,02/03/2020,0,0,0,1,6
Ceredigion,01/03/2020,0,0,0,1,5
Ceredigion,29/02/2020,0,0,0,0,4
Ceredigion,28/02/2020,0,0,0,0,4
Ceredigion,27/02/2020,0,0,0,4,4
Ceredigion,26/02/2020,0,0,0,0,0
Ceredigion,25/02/2020,0,0,0,0,0
Ceredigion,24/02/2020,0,0,0,0,0
Ceredigion,23/02/2020,0,0,0,0,0
Ceredigion,22/02/2020,0,0,0,0,0
Ceredigion,21/02/2020,0,0,0,0,0
Ceredigion,20/02/2020,0,0,0,0,0
Ceredigion,19/02/2020,0,0,0,0,0
Ceredigion,18/02/2020,0,0,0,0,0
Ceredigion,17/02/2020,0,0,0,0,0
Ceredigion,16/02/2020,0,0,0,0,0
Ceredigion,15/02/2020,0,0,0,0,0
Ceredigion,14/02/2020,0,0,0,0,0
Ceredigion,13/02/2020,0,0,0,0,0
Ceredigion,12/02/2020,0,0,0,0,0
Ceredigion,11/02/2020,0,0,0,0,0
Ceredigion,10/02/2020,0,0,0,0,0
Ceredigion,09/02/2020,0,0,0,0,0
Ceredigion,08/02/2020,0,0,0,0,0
Ceredigion,07/02/2020,0,0,0,0,0
Ceredigion,06/02/2020,0,0,0,0,0
Ceredigion,05/02/2020,0,0,0,0,0
Ceredigion,04/02/2020,0,0,0,0,0
Ceredigion,03/02/2020,0,0,0,0,0
Conwy,01/07/2020,0,664,566.6,3,6626
Conwy,30/06/2020,0,664,566.6,23,6623
Conwy,29/06/2020,2,664,566.6,75,6600
Conwy,28/06/2020,3,662,564.9,49,6525
Conwy,27/06/2020,3,659,562.4,50,6476
Conwy,26/06/2020,0,656,559.8,71,6426
Conwy,25/06/2020,4,656,559.8,60,6355
Conwy,24/06/2020,2,652,556.4,69,6295
Conwy,23/06/2020,6,650,554.7,136,6226
Conwy,22/06/2020,4,644,549.6,89,6090
Conwy,21/06/2020,0,640,546.2,58,6001
Conwy,20/06/2020,1,640,546.2,35,5943
Conwy,19/06/2020,7,639,545.3,94,5908
Conwy,18/06/2020,5,632,539.3,80,5814
Conwy,17/06/2020,2,627,535.1,113,5734
Conwy,16/06/2020,5,625,533.4,62,5621
Conwy,15/06/2020,7,620,529.1,61,5559
Conwy,14/06/2020,3,613,523.1,50,5498
Conwy,13/06/2020,4,610,520.6,60,5448
Conwy,12/06/2020,8,606,517.1,83,5388
Conwy,11/06/2020,3,598,510.3,92,5305
Conwy,10/06/2020,10,595,507.8,127,5213
Conwy,09/06/2020,6,585,499.2,64,5086
Conwy,08/06/2020,6,579,494.1,170,5022
Conwy,07/06/2020,1,573,489,109,4852
Conwy,06/06/2020,4,572,488.1,168,4743
Conwy,05/06/2020,3,568,484.7,250,4575
Conwy,04/06/2020,4,565,482.2,309,4325
Conwy,03/06/2020,3,561,478.7,179,4016
Conwy,02/06/2020,5,558,476.2,183,3837
Conwy,01/06/2020,5,553,471.9,216,3654
Conwy,31/05/2020,3,548,467.7,110,3438
Conwy,30/05/2020,5,545,465.1,127,3328
Conwy,29/05/2020,18,540,460.8,198,3201
Conwy,28/05/2020,5,522,445.5,50,3003
Conwy,27/05/2020,6,517,441.2,115,2953
Conwy,26/05/2020,11,511,436.1,181,2838
Conwy,25/05/2020,6,500,426.7,71,2657
Conwy,24/05/2020,2,494,421.6,48,2586
Conwy,23/05/2020,7,492,419.9,102,2538
Conwy,22/05/2020,14,485,413.9,122,2436
Conwy,21/05/2020,14,471,401.9,113,2314
Conwy,20/05/2020,12,457,390,150,2201
Conwy,19/05/2020,13,445,379.8,134,2051
Conwy,18/05/2020,5,432,368.7,61,1917
Conwy,17/05/2020,5,427,364.4,32,1856
Conwy,16/05/2020,11,422,360.1,73,1824
Conwy,15/05/2020,11,411,350.7,136,1751
Conwy,14/05/2020,14,400,341.4,51,1615
Conwy,13/05/2020,17,386,329.4,102,1564
Conwy,12/05/2020,14,369,314.9,64,1462
Conwy,11/05/2020,39,355,303,83,1398
Conwy,10/05/2020,2,316,269.7,14,1315
Conwy,09/05/2020,8,314,268,33,1301
Conwy,08/05/2020,6,306,261.1,70,1268
Conwy,07/05/2020,7,300,256,63,1198
Conwy,06/05/2020,9,293,250,46,1135
Conwy,05/05/2020,4,284,242.4,29,1089
Conwy,04/05/2020,11,280,238.9,65,1060
Conwy,03/05/2020,5,269,229.6,25,995
Conwy,02/05/2020,3,264,225.3,28,970
Conwy,01/05/2020,14,261,222.7,54,942
Conwy,30/04/2020,9,247,210.8,36,888
Conwy,29/04/2020,7,238,203.1,37,852
Conwy,28/04/2020,12,231,197.1,30,815
Conwy,27/04/2020,4,219,186.9,26,785
Conwy,26/04/2020,8,215,183.5,15,759
Conwy,25/04/2020,5,207,176.6,16,744
Conwy,24/04/2020,9,202,172.4,34,728
Conwy,23/04/2020,7,193,164.7,33,694
Conwy,22/04/2020,8,186,158.7,26,661
Conwy,21/04/2020,12,178,151.9,33,635
Conwy,20/04/2020,24,166,141.7,45,602
Conwy,19/04/2020,10,142,121.2,23,557
Conwy,18/04/2020,10,132,112.6,25,534
Conwy,17/04/2020,13,122,104.1,34,509
Conwy,16/04/2020,6,109,93,20,475
Conwy,15/04/2020,14,103,87.9,29,455
Conwy,14/04/2020,7,89,76,27,426
Conwy,13/04/2020,5,82,70,11,399
Conwy,12/04/2020,10,77,65.7,19,388
Conwy,11/04/2020,10,67,57.2,28,369
Conwy,10/04/2020,3,57,48.6,11,341
Conwy,09/04/2020,8,54,46.1,17,330
Conwy,08/04/2020,7,46,39.3,20,313
Conwy,07/04/2020,5,39,33.3,18,293
Conwy,06/04/2020,7,34,29,18,275
Conwy,05/04/2020,2,27,23,7,257
Conwy,04/04/2020,3,25,21.3,7,250
Conwy,03/04/2020,2,22,18.8,12,243
Conwy,02/04/2020,4,20,17.1,12,231
Conwy,01/04/2020,1,16,13.7,7,219
Conwy,31/03/2020,4,15,12.8,14,212
Conwy,30/03/2020,1,11,9.4,10,198
Conwy,29/03/2020,1,10,8.5,8,188
Conwy,28/03/2020,2,9,7.7,10,180
Conwy,27/03/2020,0,7,6,14,170
Conwy,26/03/2020,1,7,6,11,156
Conwy,25/03/2020,3,6,5.1,13,145
Conwy,24/03/2020,1,3,2.6,14,132
Conwy,23/03/2020,1,2,1.7,14,118
Conwy,22/03/2020,0,1,0.9,4,104
Conwy,21/03/2020,0,1,0.9,5,100
Conwy,20/03/2020,0,1,0.9,10,95
Conwy,19/03/2020,0,1,0.9,11,85
Conwy,18/03/2020,0,1,0.9,3,74
Conwy,17/03/2020,0,1,0.9,16,71
Conwy,16/03/2020,0,1,0.9,7,55
Conwy,15/03/2020,0,1,0.9,5,48
Conwy,14/03/2020,0,1,0.9,6,43
Conwy,13/03/2020,0,1,0.9,5,37
Conwy,12/03/2020,1,1,0.9,10,32
Conwy,11/03/2020,0,0,0,2,22
Conwy,10/03/2020,0,0,0,1,20
Conwy,09/03/2020,0,0,0,0,19
Conwy,08/03/2020,0,0,0,0,19
Conwy,07/03/2020,0,0,0,0,19
Conwy,06/03/2020,0,0,0,0,19
Conwy,05/03/2020,0,0,0,1,19
Conwy,04/03/2020,0,0,0,0,18
Conwy,03/03/2020,0,0,0,2,18
Conwy,02/03/2020,0,0,0,1,16
Conwy,01/03/2020,0,0,0,0,15
Conwy,29/02/2020,0,0,0,2,15
Conwy,28/02/2020,0,0,0,5,13
Conwy,27/02/2020,0,0,0,4,8
Conwy,26/02/2020,0,0,0,1,4
Conwy,25/02/2020,0,0,0,1,3
Conwy,24/02/2020,0,0,0,0,2
Conwy,23/02/2020,0,0,0,0,2
Conwy,22/02/2020,0,0,0,0,2
Conwy,21/02/2020,0,0,0,0,2
Conwy,20/02/2020,0,0,0,0,2
Conwy,19/02/2020,0,0,0,0,2
Conwy,18/02/2020,0,0,0,0,2
Conwy,17/02/2020,0,0,0,1,2
Conwy,16/02/2020,0,0,0,0,1
Conwy,15/02/2020,0,0,0,0,1
Conwy,14/02/2020,0,0,0,0,1
Conwy,13/02/2020,0,0,0,0,1
Conwy,12/02/2020,0,0,0,0,1
Conwy,11/02/2020,0,0,0,0,1
Conwy,10/02/2020,0,0,0,0,1
Conwy,09/02/2020,0,0,0,1,1
Conwy,08/02/2020,0,0,0,0,0
Conwy,07/02/2020,0,0,0,0,0
Conwy,06/02/2020,0,0,0,0,0
Conwy,05/02/2020,0,0,0,0,0
Conwy,04/02/2020,0,0,0,0,0
Conwy,03/02/2020,0,0,0,0,0
Denbighshire,01/07/2020,0,716,751.1,2,5914
Denbighshire,30/06/2020,2,716,751.1,28,5912
Denbighshire,29/06/2020,0,714,749,70,5884
Denbighshire,28/06/2020,1,714,749,21,5814
Denbighshire,27/06/2020,0,713,747.9,24,5793
Denbighshire,26/06/2020,0,713,747.9,27,5769
Denbighshire,25/06/2020,1,713,747.9,52,5742
Denbighshire,24/06/2020,1,712,746.9,30,5690
Denbighshire,23/06/2020,1,711,745.8,37,5660
Denbighshire,22/06/2020,0,710,744.8,57,5623
Denbighshire,21/06/2020,3,710,744.8,22,5566
Denbighshire,20/06/2020,2,707,741.6,22,5544
Denbighshire,19/06/2020,2,705,739.5,91,5522
Denbighshire,18/06/2020,4,703,737.4,58,5431
Denbighshire,17/06/2020,3,699,733.2,53,5373
Denbighshire,16/06/2020,3,696,730.1,40,5320
Denbighshire,15/06/2020,2,693,726.9,51,5280
Denbighshire,14/06/2020,0,691,724.9,31,5229
